item,value,symbol
总股本,717767936.0,300455
流通股,708622436.0,300455
总市值,8426595568.64,300455
流通市值,8319227398.64,300455
行业,计算机设备,300455
上市时间,20150515,300455
股票代码,430300,430300
股票简称,辰光医疗,430300
总股本,85847126.0,430300
流通股,60093167.0,430300
总市值,630117904.84,430300
流通市值,441083845.78,430300
行业,医疗器械,430300
上市时间,20221207,430300
股票代码,300367,300367
股票简称,网力退,300367
总股本,-,300367
流通股,-,300367
总市值,-,300367
流通市值,-,300367
行业,-,300367
上市时间,20140129,300367
股票代码,002551,002551
股票简称,尚荣医疗,002551
总股本,844822050.0,002551
流通股,610386985.0,002551
总市值,1976883596.9999998,002551
流通市值,1428305544.8999999,002551
行业,医疗器械,002551
上市时间,20110225,002551
股票代码,603551,603551
股票简称,奥普科技,603551
总股本,401337000.0,603551
流通股,399688000.0,603551
总市值,3905009010.0,603551
流通市值,3888964240.0,603551
行业,家电行业,603551
上市时间,20200115,603551
股票代码,688017,688017
股票简称,绿的谐波,688017
总股本,168672168.0,688017
流通股,168672168.0,688017
总市值,12397404348.0,688017
流通市值,12397404348.0,688017
行业,通用设备,688017
上市时间,20200828,688017
股票代码,300896,300896
股票简称,爱美客,300896
总股本,302437650.0,300896
流通股,208464270.0,300896
总市值,51780350056.5,300896
流通市值,35691167666.700005,300896
行业,美容护理,300896
上市时间,20200928,300896
股票代码,000913,000913
股票简称,钱江摩托,000913
总股本,526778500.0,000913
流通股,461073825.0,000913
总市值,7748911735.0,000913
流通市值,6782395965.75,000913
行业,交运设备,000913
上市时间,19990514,000913
股票代码,001317,001317
股票简称,三羊马,001317
总股本,80043792.0,001317
流通股,29383074.0,001317
总市值,1872224294.88,001317
流通市值,687270100.86,001317
行业,物流行业,001317
上市时间,20211130,001317
股票代码,000895,000895
股票简称,双汇发展,000895
总股本,3464661213.0,000895
流通股,3464123744.0,000895
总市值,83810154742.47,000895
流通市值,83797153367.36,000895
行业,食品饮料,000895
上市时间,19981210,000895
股票代码,688315,688315
股票简称,诺禾致源,688315
总股本,416200000.0,688315
流通股,416200000.0,688315
总市值,4374262000.0,688315
流通市值,4374262000.0,688315
行业,医疗服务,688315
上市时间,20210413,688315
股票代码,603885,603885
股票简称,吉祥航空,603885
总股本,2214005268.0,603885
流通股,2214005268.0,603885
总市值,25527480740.039997,603885
流通市值,25527480740.039997,603885
行业,航空机场,603885
上市时间,20150527,603885
股票代码,600107,600107
股票简称,美尔雅,600107
总股本,360000000.0,600107
流通股,360000000.0,600107
总市值,1007999999.9999999,600107
流通市值,1007999999.9999999,600107
行业,纺织服装,600107
上市时间,19971106,600107
股票代码,300134,300134
股票简称,大富科技,300134
总股本,767498006.0,300134
流通股,712418006.0,300134
总市值,4850587397.92,300134
流通市值,4502481797.92,300134
行业,通信设备,300134
上市时间,20101026,300134
股票代码,600416,600416
股票简称,湘电股份,600416
总股本,1325406445.0,600416
流通股,1116288870.0,600416
总市值,12472074647.45,600416
流通市值,10504278266.7,600416
行业,电机,600416
上市时间,20020718,600416
股票代码,837821,837821
股票简称,则成电子,837821
总股本,98829928.0,837821
流通股,50877946.0,837821
总市值,2964897840.0,837821
流通市值,1526338380.0,837821
行业,电子元件,837821
上市时间,20220706,837821
股票代码,000875,000875
股票简称,吉电股份,000875
总股本,2790208174.0,000875
流通股,2789966299.0,000875
总市值,14313767932.619999,000875
流通市值,14312527113.869999,000875
行业,电力行业,000875
上市时间,20020926,000875
股票代码,000533,000533
股票简称,顺钠股份,000533
总股本,690816000.0,000533
流通股,684902400.0,000533
总市值,2120805120.0,000533
流通市值,2102650368.0,000533
行业,电网设备,000533
上市时间,19940103,000533
股票代码,833284,833284
股票简称,灵鸽科技,833284
总股本,104785645.0,833284
流通股,42197870.0,833284
总市值,624522444.2,833284
流通市值,251499305.2,833284
行业,专用设备,833284
上市时间,20231219,833284
股票代码,301548,301548
股票简称,崇德科技,301548
总股本,87000000.0,301548
流通股,21750000.0,301548
总市值,4574460000.0,301548
流通市值,1143615000.0,301548
行业,通用设备,301548
上市时间,20230920,301548
股票代码,603501,603501
股票简称,韦尔股份,603501
总股本,1214426982.0,603501
流通股,1214426982.0,603501
总市值,134922837700.2,603501
流通市值,134922837700.2,603501
行业,半导体,603501
上市时间,20170504,603501
股票代码,600184,600184
股票简称,光电股份,600184
总股本,508760826.0,600184
流通股,508760826.0,600184
总市值,4146400731.9,600184
流通市值,4146400731.9,600184
行业,专用设备,600184
上市时间,20031106,600184
股票代码,600919,600919
股票简称,江苏银行,600919
总股本,18351324463.0,600919
流通股,18269722530.0,600919
总市值,144057897034.55,600919
流通市值,143417321860.5,600919
行业,银行,600919
上市时间,20160802,600919
股票代码,688077,688077
股票简称,大地熊,688077
总股本,113860600.0,688077
流通股,113860600.0,688077
总市值,1668057790.0,688077
流通市值,1668057790.0,688077
行业,小金属,688077
上市时间,20200722,688077
股票代码,301095,301095
股票简称,广立微,301095
总股本,200000000.0,301095
流通股,107337868.0,301095
总市值,8212000000.0,301095
流通市值,4407292860.08,301095
行业,半导体,301095
上市时间,20220805,301095
股票代码,603839,603839
股票简称,安正时尚,603839
总股本,399212160.0,603839
流通股,399212160.0,603839
总市值,1640761977.6000001,603839
流通市值,1640761977.6000001,603839
行业,纺织服装,603839
上市时间,20170214,603839
股票代码,300295,300295
股票简称,三六五网,300295
总股本,190824714.0,300295
流通股,167548624.0,300295
总市值,1669716247.5,300295
流通市值,1466050460.0,300295
行业,互联网服务,300295
上市时间,20120315,300295
股票代码,603978,603978
股票简称,深圳新星,603978
总股本,165955099.0,603978
流通股,165955099.0,603978
总市值,1367470015.76,603978
流通市值,1367470015.76,603978
行业,有色金属,603978
上市时间,20170807,603978
股票代码,301309,301309
股票简称,万得凯,301309
总股本,100000000.0,301309
流通股,25000000.0,301309
总市值,2271000000.0,301309
流通市值,567750000.0,301309
行业,通用设备,301309
上市时间,20220919,301309
股票代码,600861,600861
股票简称,北京人力,600861
总股本,566112718.0,600861
流通股,316804949.0,600861
总市值,8848341782.34,600861
流通市值,4951661352.87,600861
行业,文化传媒,600861
上市时间,19940520,600861
股票代码,002385,002385
股票简称,大北农,002385
总股本,4112241528.0,002385
流通股,3312680025.0,002385
总市值,16819067849.519999,002385
流通市值,13548861302.25,002385
行业,农牧饲渔,002385
上市时间,20100409,002385
股票代码,603903,603903
股票简称,中持股份,603903
总股本,255319480.0,603903
流通股,202303752.0,603903
总市值,1485959373.6000001,603903
流通市值,1177407836.64,603903
行业,环保行业,603903
上市时间,20170314,603903
股票代码,301502,301502
股票简称,华阳智能,301502
总股本,57083500.0,301502
流通股,13532102.0,301502
总市值,2177735525.0,301502
流通市值,516249691.29999995,301502
行业,电机,301502
上市时间,20240202,301502
股票代码,600050,600050
股票简称,XD中国联,600050
总股本,31800581312.0,600050
流通股,30965652312.0,600050
总市值,152642790297.6,600050
流通市值,148635131097.6,600050
行业,通信服务,600050
上市时间,20021009,600050
股票代码,603489,603489
股票简称,八方股份,603489
总股本,235013003.0,603489
流通股,235013003.0,603489
总市值,4310138475.0199995,603489
流通市值,4310138475.0199995,603489
行业,电机,603489
上市时间,20191111,603489
股票代码,301129,301129
股票简称,瑞纳智能,301129
总股本,136502000.0,301129
流通股,35905200.0,301129
总市值,2893842400.0,301129
流通市值,761190240.0,301129
行业,仪器仪表,301129
上市时间,20211102,301129
股票代码,603416,603416
股票简称,信捷电气,603416
总股本,140560000.0,603416
流通股,140560000.0,603416
总市值,4028449600.0,603416
流通市值,4028449600.0,603416
行业,专用设备,603416
上市时间,20161221,603416
股票代码,301428,301428
股票简称,世纪恒通,301428
总股本,98666667.0,301428
流通股,61196667.0,301428
总市值,2734053342.57,301428
流通市值,1695759642.57,301428
行业,互联网服务,301428
上市时间,20230519,301428
股票代码,001255,001255
股票简称,博菲电气,001255
总股本,80000000.0,001255
流通股,20000000.0,001255
总市值,1657600000.0,001255
流通市值,414400000.0,001255
行业,化学原料,001255
上市时间,20220930,001255
股票代码,600163,600163
股票简称,中闽能源,600163
总股本,1902996143.0,600163
流通股,1902996143.0,600163
总市值,9838490059.31,600163
流通市值,9838490059.31,600163
行业,电力行业,600163
上市时间,19980602,600163
股票代码,002156,002156
股票简称,通富微电,002156
总股本,1517596912.0,002156
流通股,1517430772.0,002156
总市值,35967046814.4,002156
流通市值,35963109296.4,002156
行业,半导体,002156
上市时间,20070816,002156
股票代码,601068,601068
股票简称,中铝国际,601068
总股本,2959066667.0,601068
流通股,2559590667.0,601068
总市值,12457670668.07,601068
流通市值,10775876708.07,601068
行业,工程建设,601068
上市时间,20180831,601068
股票代码,002387,002387
股票简称,维信诺,002387
总股本,1389602137.0,002387
流通股,1384313366.0,002387
总市值,8031900351.860001,002387
流通市值,8001331255.4800005,002387
行业,光学光电子,002387
上市时间,20100413,002387
股票代码,688787,688787
股票简称,海天瑞声,688787
总股本,60325180.0,688787
流通股,41251785.0,688787
总市值,3302803605.0,688787
流通市值,2258535228.75,688787
行业,互联网服务,688787
上市时间,20210813,688787
股票代码,601995,601995
股票简称,中金公司,601995
总股本,4827256868.0,601995
流通股,2923542440.0,601995
总市值,139121542935.76,601995
流通市值,84256493120.8,601995
行业,证券,601995
上市时间,20201102,601995
股票代码,603208,603208
股票简称,江山欧派,603208
总股本,177172674.0,603208
流通股,177172674.0,603208
总市值,2948153295.36,603208
流通市值,2948153295.36,603208
行业,装修建材,603208
上市时间,20170210,603208
股票代码,871694,871694
股票简称,中裕科技,871694
总股本,102298000.0,871694
流通股,25125141.0,871694
总市值,1186656800.0,871694
流通市值,291451635.59999996,871694
行业,橡胶制品,871694
上市时间,20230424,871694
股票代码,601121,601121
股票简称,宝地矿业,601121
总股本,800000000.0,601121
流通股,378726471.0,601121
总市值,4656000000.0,601121
流通市值,2204188061.2200003,601121
行业,钢铁行业,601121
上市时间,20230310,601121
股票代码,688607,688607
股票简称,康众医疗,688607
总股本,88129027.0,688607
流通股,88129027.0,688607
总市值,994976714.8299999,688607
流通市值,994976714.8299999,688607
行业,医疗器械,688607
上市时间,20210201,688607
股票代码,002772,002772
股票简称,众兴菌业,002772
总股本,393241359.0,002772
流通股,388656394.0,002772
总市值,2272935055.02,002772
流通市值,2246433957.32,002772
行业,农牧饲渔,002772
上市时间,20150626,002772
股票代码,600487,600487
股票简称,亨通光电,600487
总股本,2466734657.0,600487
流通股,2466734657.0,600487
总市值,37124356587.85,600487
流通市值,37124356587.85,600487
行业,通信设备,600487
上市时间,20030822,600487
股票代码,000030,000030
股票简称,富奥股份,000030
总股本,1741643085.0,000030
流通股,1692209461.0,000030
总市值,8655966132.449999,000030
流通市值,8410281021.169999,000030
行业,汽车零部件,000030
上市时间,19930929,000030
股票代码,600035,600035
股票简称,楚天高速,600035
总股本,1610115901.0,600035
流通股,1610115901.0,600035
总市值,6939599533.309999,600035
流通市值,6939599533.309999,600035
行业,铁路公路,600035
上市时间,20040310,600035
股票代码,688261,688261
股票简称,东微半导,688261
总股本,122531446.0,688261
流通股,82515584.0,688261
总市值,5273753435.84,688261
流通市值,3551470735.36,688261
行业,半导体,688261
上市时间,20220210,688261
股票代码,000656,000656
股票简称,*ST金科,000656
总股本,5339715816.0,000656
流通股,5309566867.0,000656
总市值,5873687397.6,000656
流通市值,5840523553.700001,000656
行业,房地产开发,000656
上市时间,19961128,000656
股票代码,301398,301398
股票简称,星源卓镁,301398
总股本,80000000.0,301398
流通股,23900000.0,301398
总市值,3000000000.0,301398
流通市值,896250000.0,301398
行业,汽车零部件,301398
上市时间,20221215,301398
股票代码,600060,600060
股票简称,海信视像,600060
总股本,1305401055.0,600060
流通股,1289081222.0,600060
总市值,27439530176.1,600060
流通市值,27096487286.44,600060
行业,家电行业,600060
上市时间,19970422,600060
股票代码,605060,605060
股票简称,联德股份,605060
总股本,241184000.0,605060
流通股,240592000.0,605060
总市值,3106449920.0,605060
流通市值,3098824960.0,605060
行业,通用设备,605060
上市时间,20210301,605060
股票代码,600202,600202
股票简称,哈空调,600202
总股本,383340672.0,600202
流通股,383340672.0,600202
总市值,1288024657.9199998,600202
流通市值,1288024657.9199998,600202
行业,电源设备,600202
上市时间,19990603,600202
股票代码,301418,301418
股票简称,协昌科技,301418
总股本,73333334.0,301418
流通股,18333334.0,301418
总市值,3099066694.8399997,301418
流通市值,774766694.8399999,301418
行业,电子元件,301418
上市时间,20230821,301418
股票代码,832522,832522
股票简称,纳科诺尔,832522
总股本,112044000.0,832522
流通股,65759400.0,832522
总市值,1405031760.0,832522
流通市值,824622876.0,832522
行业,专用设备,832522
上市时间,20231116,832522
股票代码,000401,000401
股票简称,冀东水泥,000401
总股本,2658214783.0,000401
流通股,1547299933.0,000401
总市值,11430323566.9,000401
流通市值,6653389711.9,000401
行业,水泥建材,000401
上市时间,19960614,000401
股票代码,300417,300417
股票简称,南华仪器,300417
总股本,134563200.0,300417
流通股,86882863.0,300417
总市值,1018643424.0,300417
流通市值,657703272.91,300417
行业,仪器仪表,300417
上市时间,20150123,300417
股票代码,600630,600630
股票简称,龙头股份,600630
总股本,424861597.0,600630
流通股,424861597.0,600630
总市值,3339412152.42,600630
流通市值,3339412152.42,600630
行业,纺织服装,600630
上市时间,19930209,600630
股票代码,002227,002227
股票简称,奥 特 迅,002227
总股本,247806170.0,002227
流通股,247598108.0,002227
总市值,1828809534.6,002227
流通市值,1827274037.04,002227
行业,电源设备,002227
上市时间,20080506,002227
股票代码,603718,603718
股票简称,XD海利生,603718
总股本,657900000.0,603718
流通股,644000000.0,603718
总市值,3960557999.9999995,603718
流通市值,3876879999.9999995,603718
行业,农药兽药,603718
上市时间,20150515,603718
股票代码,600537,600537
股票简称,亿晶光电,600537
总股本,1186215018.0,600537
流通股,1183715018.0,600537
总市值,2882502493.7400002,600537
流通市值,2876427493.7400002,600537
行业,光伏设备,600537
上市时间,20030123,600537
股票代码,002656,002656
股票简称,ST摩登,002656
总股本,712519844.0,002656
流通股,609457555.0,002656
总市值,762396233.08,002656
流通市值,652119583.85,002656
行业,纺织服装,002656
上市时间,20120228,002656
股票代码,920002,920002
股票简称,万达轴承,920002
总股本,32502120.0,920002
流通股,4750000.0,920002
总市值,1569852396.0,920002
流通市值,229425000.0,920002
行业,通用设备,920002
上市时间,20240530,920002
股票代码,603350,603350
股票简称,安乃达,603350
总股本,116000000.0,603350
流通股,28415213.0,603350
总市值,3618040000.0,603350
流通市值,886270493.47,603350
行业,电机,603350
上市时间,20240703,603350
股票代码,605178,605178
股票简称,时空科技,605178
总股本,99251600.0,605178
流通股,99251600.0,605178
总市值,1276375576.0,605178
流通市值,1276375576.0,605178
行业,装修装饰,605178
上市时间,20200821,605178
股票代码,002888,002888
股票简称,惠威科技,002888
总股本,149611680.0,002888
流通股,75600526.0,002888
总市值,1991331460.8000002,002888
流通市值,1006243001.0600001,002888
行业,消费电子,002888
上市时间,20170721,002888
股票代码,002630,002630
股票简称,华西能源,002630
总股本,1180800000.0,002630
流通股,1059833505.0,002630
总市值,2538720000.0,002630
流通市值,2278642035.75,002630
行业,电源设备,002630
上市时间,20111111,002630
股票代码,603717,603717
股票简称,天域生态,603717
总股本,290146240.0,603717
流通股,290146240.0,603717
总市值,1761187676.8000002,603717
流通市值,1761187676.8000002,603717
行业,工程建设,603717
上市时间,20170327,603717
股票代码,300797,300797
股票简称,钢研纳克,300797
总股本,383175000.0,300797
流通股,375591750.0,300797
总市值,3433248000.0000005,300797
流通市值,3365302080.0000005,300797
行业,专业服务,300797
上市时间,20191101,300797
股票代码,837592,837592
股票简称,华信永道,837592
总股本,62150000.0,837592
流通股,17133976.0,837592
总市值,994400000.0,837592
流通市值,274143616.0,837592
行业,软件开发,837592
上市时间,20230710,837592
股票代码,603997,603997
股票简称,继峰股份,603997
总股本,1266076241.0,603997
流通股,1166076241.0,603997
总市值,14534555246.68,603997
流通市值,13386555246.68,603997
行业,汽车零部件,603997
上市时间,20150302,603997
股票代码,301512,301512
股票简称,智信精密,301512
总股本,53333400.0,301512
流通股,13333400.0,301512
总市值,2249602812.0,301512
流通市值,562402812.0,301512
行业,专用设备,301512
上市时间,20230720,301512
股票代码,603111,603111
股票简称,康尼机电,603111
总股本,915000975.0,603111
流通股,837171572.0,603111
总市值,5069105401.5,603111
流通市值,4637930508.88,603111
行业,交运设备,603111
上市时间,20140801,603111
股票代码,688669,688669
股票简称,聚石化学,688669
总股本,121333334.0,688669
流通股,61516369.0,688669
总市值,1238813340.14,688669
流通市值,628082127.49,688669
行业,塑料制品,688669
上市时间,20210125,688669
股票代码,603319,603319
股票简称,湘油泵,603319
总股本,208043062.0,603319
流通股,207510010.0,603319
总市值,3278758657.12,603319
流通市值,3270357757.6,603319
行业,汽车零部件,603319
上市时间,20161130,603319
股票代码,688223,688223
股票简称,晶科能源,688223
总股本,10005199863.0,688223
流通股,3108647863.0,688223
总市值,75339154968.39,688223
流通市值,23408118408.39,688223
行业,光伏设备,688223
上市时间,20220126,688223
股票代码,603256,603256
股票简称,宏和科技,603256
总股本,879727500.0,603256
流通股,879727500.0,603256
总市值,5823796050.0,603256
流通市值,5823796050.0,603256
行业,玻璃玻纤,603256
上市时间,20190719,603256
股票代码,688700,688700
股票简称,东威科技,688700
总股本,298401360.0,688700
流通股,298401360.0,688700
总市值,7901668012.8,688700
流通市值,7901668012.8,688700
行业,专用设备,688700
上市时间,20210615,688700
股票代码,002941,002941
股票简称,新疆交建,002941
总股本,645080852.0,002941
流通股,639750031.0,002941
总市值,5547695327.2,002941
流通市值,5501850266.599999,002941
行业,工程建设,002941
上市时间,20181128,002941
股票代码,603776,603776
股票简称,永安行,603776
总股本,229476223.0,603776
流通股,229476223.0,603776
总市值,2462279872.79,603776
流通市值,2462279872.79,603776
行业,专业服务,603776
上市时间,20170817,603776
股票代码,002683,002683
股票简称,广东宏大,002683
总股本,760002247.0,002683
流通股,660385192.0,002683
总市值,14668043367.1,002683
流通市值,12745434205.6,002683
行业,采掘行业,002683
上市时间,20120612,002683
股票代码,603988,603988
股票简称,中电电机,603988
总股本,235200000.0,603988
流通股,235200000.0,603988
总市值,1719312000.0,603988
流通市值,1719312000.0,603988
行业,电机,603988
上市时间,20141104,603988
股票代码,600835,600835
股票简称,上海机电,600835
总股本,1022739308.0,600835
流通股,806504300.0,600835
总市值,11086494098.72,600835
流通市值,8742506612.0,600835
行业,专用设备,600835
上市时间,19940224,600835
股票代码,002439,002439
股票简称,启明星辰,002439
总股本,1218369376.0,002439
流通股,725510161.0,002439
总市值,18263356946.24,002439
流通市值,10875397313.39,002439
行业,软件开发,002439
上市时间,20100623,002439
股票代码,600208,600208
股票简称,新湖中宝,600208
总股本,8508940800.0,600208
流通股,8507769185.0,600208
总市值,14209931136.0,600208
流通市值,14207974538.949999,600208
行业,房地产开发,600208
上市时间,19990623,600208
股票代码,603155,603155
股票简称,新亚强,603155
总股本,315786800.0,603155
流通股,315786800.0,603155
总市值,3483128404.0,603155
流通市值,3483128404.0,603155
行业,化学制品,603155
上市时间,20200901,603155
股票代码,603708,603708
股票简称,家家悦,603708
总股本,638336868.0,603708
流通股,599402645.0,603708
总市值,5298196004.400001,603708
流通市值,4975041953.5,603708
行业,商业百货,603708
上市时间,20161213,603708
股票代码,605218,605218
股票简称,伟时电子,605218
总股本,212833460.0,605218
流通股,212833460.0,605218
总市值,3447902052.0,605218
流通市值,3447902052.0,605218
行业,光学光电子,605218
上市时间,20200928,605218
股票代码,002295,002295
股票简称,精艺股份,002295
总股本,250616000.0,002295
流通股,250294000.0,002295
总市值,1230524560.0,002295
流通市值,1228943540.0,002295
行业,有色金属,002295
上市时间,20090929,002295
股票代码,000918,000918
股票简称,*ST嘉凯,000918
总股本,-,000918
流通股,-,000918
总市值,-,000918
流通市值,-,000918
行业,-,000918
上市时间,19990720,000918
股票代码,300202,300202
股票简称,聚龙退,300202
总股本,-,300202
流通股,-,300202
总市值,-,300202
流通市值,-,300202
行业,-,300202
上市时间,20110415,300202
股票代码,003004,003004
股票简称,声迅股份,003004
总股本,81851763.0,003004
流通股,69578238.0,003004
总市值,1840846149.87,003004
流通市值,1564814572.62,003004
行业,计算机设备,003004
上市时间,20201126,003004
股票代码,603488,603488
股票简称,展鹏科技,603488
总股本,291990440.0,603488
流通股,291990440.0,603488
总市值,2324243902.4,603488
流通市值,2324243902.4,603488
行业,专用设备,603488
上市时间,20170516,603488
股票代码,600510,600510
股票简称,黑牡丹,600510
总股本,1040559801.0,600510
流通股,1032025457.0,600510
总市值,3631553705.4900002,600510
流通市值,3601768844.9300003,600510
行业,房地产开发,600510
上市时间,20020618,600510
股票代码,301211,301211
股票简称,亨迪药业,301211
总股本,288000000.0,301211
流通股,72000000.0,301211
总市值,4328640000.0,301211
流通市值,1082160000.0,301211
行业,化学制药,301211
上市时间,20211222,301211
股票代码,600007,600007
股票简称,中国国贸,600007
总股本,1007282534.0,600007
流通股,1007282534.0,600007
总市值,21978904891.88,600007
流通市值,21978904891.88,600007
行业,房地产开发,600007
上市时间,19990312,600007
股票代码,002524,002524
股票简称,光正眼科,002524
总股本,517967074.0,002524
流通股,508447424.0,002524
总市值,1584979246.44,002524
流通市值,1555849117.44,002524
行业,医疗服务,002524
上市时间,20101217,002524
股票代码,600507,600507
股票简称,方大特钢,600507
总股本,2331060223.0,600507
流通股,2313187890.0,600507
总市值,9137756074.16,600507
流通市值,9067696528.8,600507
行业,钢铁行业,600507
上市时间,20030930,600507
股票代码,300087,300087
股票简称,荃银高科,300087
总股本,947331751.0,300087
流通股,895905066.0,300087
总市值,5920823443.75,300087
流通市值,5599406662.5,300087
行业,农牧饲渔,300087
上市时间,20100526,300087
股票代码,601933,601933
股票简称,永辉超市,601933
总股本,9075036993.0,601933
流通股,9075036993.0,601933
总市值,20509583604.179996,601933
流通市值,20509583604.179996,601933
行业,商业百货,601933
上市时间,20101215,601933
股票代码,300263,300263
股票简称,隆华科技,300263
总股本,904333567.0,300263
流通股,772386842.0,300263
总市值,4756794562.42,300263
流通市值,4062754788.9199996,300263
行业,通用设备,300263
上市时间,20110916,300263
股票代码,002200,002200
股票简称,ST交投,002200
总股本,184132890.0,002200
流通股,184132890.0,002200
总市值,957491028.0,002200
流通市值,957491028.0,002200
行业,农牧饲渔,002200
上市时间,20071221,002200
股票代码,603019,603019
股票简称,中科曙光,603019
总股本,1463263884.0,603019
流通股,1458611684.0,603019
总市值,63681244231.68001,603019
流通市值,63478780487.68001,603019
行业,计算机设备,603019
上市时间,20141106,603019
股票代码,002183,002183
股票简称,怡 亚 通,002183
总股本,2597009091.0,002183
流通股,2596994091.0,002183
总市值,7375505818.44,002183
流通市值,7375463218.44,002183
行业,贸易行业,002183
上市时间,20071113,002183
股票代码,000417,000417
股票简称,合肥百货,000417
总股本,779884200.0,000417
流通股,779027451.0,000417
总市值,3205324062.0000005,000417
流通市值,3201802823.61,000417
行业,商业百货,000417
上市时间,19960812,000417
股票代码,000665,000665
股票简称,湖北广电,000665
总股本,1137149495.0,000665
流通股,1137110330.0,000665
总市值,3945908747.65,000665
流通市值,3945772845.1000004,000665
行业,文化传媒,000665
上市时间,19961210,000665
股票代码,600997,600997
股票简称,开滦股份,600997
总股本,1587799851.0,600997
流通股,1587799851.0,600997
总市值,9939627067.26,600997
流通市值,9939627067.26,600997
行业,煤炭行业,600997
上市时间,20040602,600997
股票代码,301321,301321
股票简称,翰博高新,301321
总股本,186435000.0,301321
流通股,147409427.0,301321
总市值,1875536100.0,301321
流通市值,1482938835.6200001,301321
行业,光学光电子,301321
上市时间,20220818,301321
股票代码,300557,300557
股票简称,理工光科,300557
总股本,93061959.0,300557
流通股,91497259.0,300557
总市值,2210221526.25,300557
流通市值,2173059901.25,300557
行业,仪器仪表,300557
上市时间,20161101,300557
股票代码,001322,001322
股票简称,箭牌家居,001322
总股本,970122000.0,001322
流通股,165612800.0,001322
总市值,6858762540.0,001322
流通市值,1170882496.0,001322
行业,装修建材,001322
上市时间,20221026,001322
股票代码,000721,000721
股票简称,西安饮食,000721
总股本,573914308.0,000721
流通股,437501920.0,000721
总市值,4005921869.84,000721
流通市值,3053763401.6000004,000721
行业,旅游酒店,000721
上市时间,19970430,000721
股票代码,301001,301001
股票简称,凯淳股份,301001
总股本,80000000.0,301001
流通股,50300000.0,301001
总市值,1370400000.0,301001
流通市值,861639000.0,301001
行业,互联网服务,301001
上市时间,20210528,301001
股票代码,300495,300495
股票简称,*ST美尚,300495
总股本,674279488.0,300495
流通股,673338228.0,300495
总市值,87656333.44,300495
流通市值,87533969.64,300495
行业,环保行业,300495
上市时间,20151222,300495
股票代码,600694,600694
股票简称,大商股份,600694
总股本,313052571.0,600694
流通股,313052571.0,600694
总市值,5109017958.72,600694
流通市值,5109017958.72,600694
行业,商业百货,600694
上市时间,19931122,600694
股票代码,603798,603798
股票简称,康普顿,603798
总股本,256449650.0,603798
流通股,256449650.0,603798
总市值,2013129752.5,603798
流通市值,2013129752.5,603798
行业,石油行业,603798
上市时间,20160406,603798
股票代码,300666,300666
股票简称,江丰电子,300666
总股本,265338583.0,300666
流通股,209370808.0,300666
总市值,14628116080.79,300666
流通市值,11542612645.04,300666
行业,半导体,300666
上市时间,20170615,300666
股票代码,002896,002896
股票简称,中大力德,002896
总股本,151171285.0,002896
流通股,151171285.0,002896
总市值,3832192074.75,002896
流通市值,3832192074.75,002896
行业,通用设备,002896
上市时间,20170829,002896
股票代码,600149,600149
股票简称,廊坊发展,600149
总股本,380160000.0,600149
流通股,380160000.0,600149
总市值,1201305600.0,600149
流通市值,1201305600.0,600149
行业,电力行业,600149
上市时间,19991014,600149
股票代码,002117,002117
股票简称,东港股份,002117
总股本,545666421.0,002117
流通股,545491146.0,002117
总市值,3836034939.63,002117
流通市值,3834802756.38,002117
行业,造纸印刷,002117
上市时间,20070302,002117
股票代码,603076,603076
股票简称,乐惠国际,603076
总股本,120701344.0,603076
流通股,120701344.0,603076
总市值,2417647920.32,603076
流通市值,2417647920.32,603076
行业,专用设备,603076
上市时间,20171113,603076
股票代码,603231,603231
股票简称,索宝蛋白,603231
总股本,191459105.0,603231
流通股,47864800.0,603231
总市值,3099722909.9500003,603231
流通市值,774931112.0000001,603231
行业,农牧饲渔,603231
上市时间,20231215,603231
股票代码,603058,603058
股票简称,永吉股份,603058
总股本,419986115.0,603058
流通股,417534515.0,603058
总市值,3523683504.8500004,603058
流通市值,3503114580.8500004,603058
行业,造纸印刷,603058
上市时间,20161223,603058
股票代码,002674,002674
股票简称,兴业科技,002674
总股本,291862944.0,002674
流通股,288866652.0,002674
总市值,2638441013.7599998,002674
流通市值,2611354534.08,002674
行业,纺织服装,002674
上市时间,20120507,002674
股票代码,600212,600212
股票简称,绿能慧充,600212
总股本,696647213.0,600212
流通股,511697213.0,600212
总市值,4158983861.6099997,600212
流通市值,3054832361.6099997,600212
行业,电力行业,600212
上市时间,19990817,600212
股票代码,603095,603095
股票简称,越剑智能,603095
总股本,184800000.0,603095
流通股,184800000.0,603095
总市值,2657424000.0,603095
流通市值,2657424000.0,603095
行业,专用设备,603095
上市时间,20200415,603095
股票代码,002458,002458
股票简称,益生股份,002458
总股本,1106412915.0,002458
流通股,748868710.0,002458
总市值,10013036880.75,002458
流通市值,6777261825.500001,002458
行业,农牧饲渔,002458
上市时间,20100810,002458
股票代码,300497,300497
股票简称,富祥药业,300497
总股本,550004834.0,300497
流通股,442741216.0,300497
总市值,4691541234.0199995,300497
流通市值,3776582572.4799995,300497
行业,化学制药,300497
上市时间,20151222,300497
股票代码,600535,600535
股票简称,天士力,600535
总股本,1493950005.0,600535
流通股,1493950005.0,600535
总市值,19585684565.55,600535
流通市值,19585684565.55,600535
行业,中药,600535
上市时间,20020823,600535
股票代码,002553,002553
股票简称,南方精工,002553
总股本,348000000.0,002553
流通股,237750000.0,002553
总市值,3083280000.0,002553
