item,value,symbol
行业,商业百货,600693
上市时间,19931122,600693
股票代码,000816,000816
股票简称,智慧农业,000816
总股本,1447013318.0,000816
流通股,1436891572.0,000816
总市值,2474392773.7799997,000816
流通市值,2457084588.12,000816
行业,通用设备,000816
上市时间,19970818,000816
股票代码,300433,300433
股票简称,蓝思科技,300433
总股本,4983069781.0,300433
流通股,4960890002.0,300433
总市值,93083743509.08,300433
流通市值,92669425237.36,300433
行业,消费电子,300433
上市时间,20150318,300433
股票代码,001337,001337
股票简称,四川黄金,001337
总股本,420000000.0,001337
流通股,288456000.0,001337
总市值,10180800000.0,001337
流通市值,6992173440.0,001337
行业,贵金属,001337
上市时间,20230303,001337
股票代码,301508,301508
股票简称,中机认检,301508
总股本,226085200.0,301508
流通股,45217040.0,301508
总市值,8064459084.0,301508
流通市值,1612891816.8000002,301508
行业,专业服务,301508
上市时间,20231201,301508
股票代码,600333,600333
股票简称,长春燃气,600333
总股本,609030684.0,600333
流通股,609030684.0,600333
总市值,2210781382.92,600333
流通市值,2210781382.92,600333
行业,燃气,600333
上市时间,20001211,600333
股票代码,600559,600559
股票简称,老白干酒,600559
总股本,914747444.0,600559
流通股,904271444.0,600559
总市值,16355684298.72,600559
流通市值,16168373418.72,600559
行业,酿酒行业,600559
上市时间,20021029,600559
股票代码,300715,300715
股票简称,凯伦股份,300715
总股本,384909628.0,300715
流通股,337951274.0,300715
总市值,2451874330.36,300715
流通市值,2152749615.38,300715
行业,装修建材,300715
上市时间,20171026,300715
股票代码,002614,002614
股票简称,奥佳华,002614
总股本,623475150.0,002614
流通股,441012307.0,002614
总市值,3341826804.0,002614
流通市值,2363825965.52,002614
行业,家电行业,002614
上市时间,20110909,002614
股票代码,603073,603073
股票简称,彩蝶实业,603073
总股本,116000000.0,603073
流通股,37422305.0,603073
总市值,1576440000.0,603073
流通市值,508569124.95,603073
行业,纺织服装,603073
上市时间,20230316,603073
股票代码,601608,601608
股票简称,中信重工,601608
总股本,4579553437.0,601608
流通股,4339419293.0,601608
总市值,16669574510.68,601608
流通市值,15795486226.52,601608
行业,专用设备,601608
上市时间,20120706,601608
股票代码,003816,003816
股票简称,中国广核,003816
总股本,50498611100.0,003816
流通股,39334986100.0,003816
总市值,252493055500.0,003816
流通市值,196674930500.0,003816
行业,电力行业,003816
上市时间,20190826,003816
股票代码,688079,688079
股票简称,美迪凯,688079
总股本,401333334.0,688079
流通股,401333334.0,688079
总市值,2817360004.68,688079
流通市值,2817360004.68,688079
行业,光学光电子,688079
上市时间,20210302,688079
股票代码,603681,603681
股票简称,永冠新材,603681
总股本,191130785.0,603681
流通股,191130785.0,603681
总市值,2230496260.95,603681
流通市值,2230496260.95,603681
行业,化学制品,603681
上市时间,20190326,603681
股票代码,002845,002845
股票简称,同兴达,002845
总股本,327551705.0,002845
流通股,224890183.0,002845
总市值,4156631136.45,002845
流通市值,2853856422.27,002845
行业,光学光电子,002845
上市时间,20170125,002845
股票代码,002531,002531
股票简称,天顺风能,002531
总股本,1796878658.0,002531
流通股,1786866124.0,002531
总市值,13853934453.18,002531
流通市值,13776737816.039999,002531
行业,风电设备,002531
上市时间,20101231,002531
股票代码,603990,603990
股票简称,麦迪科技,603990
总股本,306282731.0,603990
流通股,306282731.0,603990
总市值,2404319438.35,603990
流通市值,2404319438.35,603990
行业,软件开发,603990
上市时间,20161208,603990
股票代码,603157,603157
股票简称,退市拉夏,603157
总股本,-,603157
流通股,-,603157
总市值,-,603157
流通市值,-,603157
行业,-,603157
上市时间,20170925,603157
股票代码,688255,688255
股票简称,凯尔达,688255
总股本,109858870.0,688255
流通股,70102553.0,688255
总市值,2082924175.2,688255
流通市值,1329144404.88,688255
行业,专用设备,688255
上市时间,20211025,688255
股票代码,600890,600890
股票简称,退市中房,600890
总股本,-,600890
流通股,-,600890
总市值,-,600890
流通市值,-,600890
行业,-,600890
上市时间,19960318,600890
股票代码,600887,600887
股票简称,伊利股份,600887
总股本,6366098705.0,600887
流通股,6305094159.0,600887
总市值,168065005812.0,600887
流通市值,166454485797.6,600887
行业,食品饮料,600887
上市时间,19960312,600887
股票代码,002102,002102
股票简称,能特科技,002102
总股本,2633836290.0,002102
流通股,2331104734.0,002102
总市值,6768959265.299999,002102
流通市值,5990939166.379999,002102
行业,化学制药,002102
上市时间,20061229,002102
股票代码,002579,002579
股票简称,中京电子,002579
总股本,612618620.0,002579
流通股,582358144.0,002579
总市值,4153554243.6000004,002579
流通市值,3948388216.32,002579
行业,电子元件,002579
上市时间,20110506,002579
股票代码,000407,000407
股票简称,胜利股份,000407
总股本,880084656.0,000407
流通股,875767412.0,000407
总市值,2270618412.48,000407
流通市值,2259479922.96,000407
行业,燃气,000407
上市时间,19960703,000407
股票代码,000722,000722
股票简称,湖南发展,000722
总股本,464158282.0,000722
流通股,464158282.0,000722
总市值,4126367126.9800005,000722
流通市值,4126367126.9800005,000722
行业,电力行业,000722
上市时间,19970522,000722
股票代码,300452,300452
股票简称,山河药辅,300452
总股本,234447103.0,300452
流通股,186799783.0,300452
总市值,2578918133.0,300452
流通市值,2054797613.0,300452
行业,化学制药,300452
上市时间,20150515,300452
股票代码,688385,688385
股票简称,复旦微电,688385
总股本,819060400.0,688385
流通股,318380400.0,688385
总市值,27438523400.0,688385
流通市值,10665743400.0,688385
行业,半导体,688385
上市时间,20210804,688385
股票代码,001209,001209
股票简称,洪兴股份,001209
总股本,131522720.0,001209
流通股,40287859.0,001209
总市值,1691382179.1999998,001209
流通市值,518101866.73999995,001209
行业,纺织服装,001209
上市时间,20210723,001209
股票代码,603843,603843
股票简称,正平股份,603843
总股本,699623237.0,603843
流通股,699623237.0,603843
总市值,1616129677.47,603843
流通市值,1616129677.47,603843
行业,工程建设,603843
上市时间,20160905,603843
股票代码,300251,300251
股票简称,光线传媒,300251
总股本,2933608432.0,300251
流通股,2787223354.0,300251
总市值,22647457095.04,300251
流通市值,21517364292.88,300251
行业,文化传媒,300251
上市时间,20110803,300251
股票代码,002362,002362
股票简称,汉王科技,002362
总股本,244454646.0,002362
流通股,206889190.0,002362
总市值,3847716128.04,002362
流通市值,3256435850.6,002362
行业,软件开发,002362
上市时间,20100303,002362
股票代码,000153,000153
股票简称,丰原药业,000153
总股本,464836722.0,000153
流通股,446813822.0,000153
总市值,2393909118.3,000153
流通市值,2301091183.3,000153
行业,化学制药,000153
上市时间,20000920,000153
股票代码,301051,301051
股票简称,信濠光电,301051
总股本,168000000.0,301051
流通股,92386350.0,301051
总市值,4094160000.0,301051
流通市值,2251455349.5,301051
行业,玻璃玻纤,301051
上市时间,20210827,301051
股票代码,688506,688506
股票简称,百利天恒-U,688506
总股本,401000000.0,688506
流通股,90450990.0,688506
总市值,64448720000.0,688506
流通市值,14537283112.8,688506
行业,生物制品,688506
上市时间,20230106,688506
股票代码,600632,600632
股票简称,华联商厦,600632
总股本,-,600632
流通股,-,600632
总市值,-,600632
流通市值,-,600632
行业,-,600632
上市时间,19930219,600632
股票代码,300189,300189
股票简称,神农种业,300189
总股本,1024000000.0,300189
流通股,886247574.0,300189
总市值,1986560000.0,300189
流通市值,1719320293.56,300189
行业,农牧饲渔,300189
上市时间,20110316,300189
股票代码,002261,002261
股票简称,拓维信息,002261
总股本,1256016324.0,002261
流通股,1127484619.0,002261
总市值,12924407973.96,002261
流通市值,11601816729.509998,002261
行业,软件开发,002261
上市时间,20080723,002261
股票代码,301158,301158
股票简称,德石股份,301158
总股本,150370510.0,301158
流通股,77631971.0,301158
总市值,1866098029.1,301158
流通市值,963412760.11,301158
行业,专用设备,301158
上市时间,20220117,301158
股票代码,300277,300277
股票简称,海联讯,300277
总股本,335000000.0,300277
流通股,334434800.0,300277
总市值,2053550000.0,300277
流通市值,2050085324.0,300277
行业,互联网服务,300277
上市时间,20111123,300277
股票代码,688306,688306
股票简称,均普智能,688306
总股本,1228282800.0,688306
流通股,468182800.0,688306
总市值,4741171608.0,688306
流通市值,1807185608.0,688306
行业,专用设备,688306
上市时间,20220322,688306
股票代码,001336,001336
股票简称,楚环科技,001336
总股本,80373500.0,001336
流通股,28557260.0,001336
总市值,1306069375.0,001336
流通市值,464055475.0,001336
行业,专用设备,001336
上市时间,20220725,001336
股票代码,605080,605080
股票简称,浙江自然,605080
总股本,141573040.0,605080
流通股,141573040.0,605080
总市值,2074045036.0,605080
流通市值,2074045036.0,605080
行业,纺织服装,605080
上市时间,20210506,605080
股票代码,002521,002521
股票简称,齐峰新材,002521
总股本,494685819.0,002521
流通股,402829782.0,002521
总市值,4981486197.33,002521
流通市值,4056495904.7400002,002521
行业,造纸印刷,002521
上市时间,20101210,002521
股票代码,600860,600860
股票简称,京城股份,600860
总股本,547665988.0,600860
流通股,435231436.0,600860
总市值,4397757883.639999,600860
流通市值,3494908431.08,600860
行业,通用设备,600860
上市时间,19940506,600860
股票代码,600330,600330
股票简称,天通股份,600330
总股本,1233434416.0,600330
流通股,1233434416.0,600330
总市值,7844642885.76,600330
流通市值,7844642885.76,600330
行业,非金属材料,600330
上市时间,20010118,600330
股票代码,600963,600963
股票简称,岳阳林纸,600963
总股本,1787016163.0,600963
流通股,1778832163.0,600963
总市值,5736321883.23,600963
流通市值,5710051243.23,600963
行业,造纸印刷,600963
上市时间,20040525,600963
股票代码,000338,000338
股票简称,潍柴动力,000338
总股本,8726556821.0,000338
流通股,4971632186.0,000338
总市值,121299139811.90001,000338
流通市值,69105687385.40001,000338
行业,汽车零部件,000338
上市时间,20070430,000338
股票代码,603758,603758
股票简称,秦安股份,603758
总股本,438797049.0,603758
流通股,438797049.0,603758
总市值,3062803402.02,603758
流通市值,3062803402.02,603758
行业,汽车零部件,603758
上市时间,20170517,603758
股票代码,688229,688229
股票简称,博睿数据,688229
总股本,44400000.0,688229
流通股,44400000.0,688229
总市值,1129980000.0,688229
流通市值,1129980000.0,688229
行业,互联网服务,688229
上市时间,20200817,688229
股票代码,600933,600933
股票简称,爱柯迪,600933
总股本,977364253.0,600933
流通股,910992572.0,600933
总市值,13653778614.41,600933
流通市值,12726566230.84,600933
行业,汽车零部件,600933
上市时间,20171117,600933
股票代码,300628,300628
股票简称,亿联网络,300628
总股本,1263815202.0,300628
流通股,723001797.0,300628
总市值,47898596155.799995,300628
流通市值,27401768106.3,300628
行业,通信设备,300628
上市时间,20170317,300628
股票代码,300527,300527
股票简称,中船应急,300527
总股本,963241949.0,300527
流通股,963241949.0,300527
总市值,6126218795.64,300527
流通市值,6126218795.64,300527
行业,专用设备,300527
上市时间,20160805,300527
股票代码,300406,300406
股票简称,九强生物,300406
总股本,588446310.0,300406
流通股,423268986.0,300406
总市值,8414782233.0,300406
流通市值,6052746499.8,300406
行业,医疗器械,300406
上市时间,20141030,300406
股票代码,688576,688576
股票简称,西山科技,688576
总股本,53001466.0,688576
流通股,23857715.0,688576
总市值,3286090892.0,688576
流通市值,1479178330.0,688576
行业,医疗器械,688576
上市时间,20230606,688576
股票代码,002712,002712
股票简称,思美传媒,002712
总股本,544276198.0,002712
流通股,540906048.0,002712
总市值,1866867359.14,002712
流通市值,1855307744.64,002712
行业,文化传媒,002712
上市时间,20140123,002712
股票代码,600734,600734
股票简称,实达集团,600734
总股本,2178303106.0,600734
流通股,2100356819.0,600734
总市值,5423974733.940001,600734
流通市值,5229888479.31,600734
行业,通信设备,600734
上市时间,19960808,600734
股票代码,603183,603183
股票简称,建研院,603183
总股本,501047151.0,603183
流通股,501047151.0,603183
总市值,1548235696.59,603183
流通市值,1548235696.59,603183
行业,专业服务,603183
上市时间,20170905,603183
股票代码,832419,832419
股票简称,路斯股份,832419
总股本,103346400.0,832419
流通股,92790549.0,832419
总市值,783365712.0,832419
流通市值,703352361.42,832419
行业,农牧饲渔,832419
上市时间,20220311,832419
股票代码,300633,300633
股票简称,开立医疗,300633
总股本,432712405.0,300633
流通股,432712405.0,300633
总市值,16083920093.85,300633
流通市值,16083920093.85,300633
行业,医疗器械,300633
上市时间,20170406,300633
股票代码,300901,300901
股票简称,中胤时尚,300901
总股本,240000000.0,300901
流通股,240000000.0,300901
总市值,2143200000.0,300901
流通市值,2143200000.0,300901
行业,纺织服装,300901
上市时间,20201029,300901
股票代码,600015,600015
股票简称,华夏银行,600015
总股本,15914928468.0,600015
流通股,15387223983.0,600015
总市值,103606184326.68,600015
流通市值,100170828129.33,600015
行业,银行,600015
上市时间,20030912,600015
股票代码,603383,603383
股票简称,顶点软件,603383
总股本,205436419.0,603383
流通股,203609059.0,603383
总市值,6594509049.900001,603383
流通市值,6535850793.900001,603383
行业,软件开发,603383
上市时间,20170522,603383
股票代码,002191,002191
股票简称,劲嘉股份,002191
总股本,1462076254.0,002191
流通股,1425680395.0,002191
总市值,5365819852.18,002191
流通市值,5232247049.65,002191
行业,包装材料,002191
上市时间,20071205,002191
股票代码,000953,000953
股票简称,河化股份,000953
总股本,366122195.0,000953
流通股,366122195.0,000953
总市值,1080060475.25,000953
流通市值,1080060475.25,000953
行业,化学制药,000953
上市时间,19991202,000953
股票代码,688215,688215
股票简称,瑞晟智能,688215
总股本,52052000.0,688215
流通股,52052000.0,688215
总市值,856775920.0,688215
流通市值,856775920.0,688215
行业,专用设备,688215
上市时间,20200828,688215
股票代码,002031,002031
股票简称,巨轮智能,002031
总股本,2199395670.0,002031
流通股,1980103623.0,002031
总市值,4992628170.9,002031
流通市值,4494835224.21,002031
行业,专用设备,002031
上市时间,20040816,002031
股票代码,000825,000825
股票简称,太钢不锈,000825
总股本,5718518596.0,000825
流通股,5696247796.0,000825
总市值,20014815086.0,000825
流通市值,19936867286.0,000825
行业,钢铁行业,000825
上市时间,19981021,000825
股票代码,603187,603187
股票简称,海容冷链,603187
总股本,386417827.0,603187
流通股,384472883.0,603187
总市值,4196497601.22,603187
流通市值,4175375509.3799996,603187
行业,通用设备,603187
上市时间,20181129,603187
股票代码,688630,688630
股票简称,芯碁微装,688630
总股本,131419086.0,688630
流通股,131419086.0,688630
总市值,7991594619.66,688630
流通市值,7991594619.66,688630
行业,专用设备,688630
上市时间,20210401,688630
股票代码,000789,000789
股票简称,万年青,000789
总股本,797403069.0,000789
流通股,797384162.0,000789
总市值,3532495595.6699996,000789
流通市值,3532411837.66,000789
行业,水泥建材,000789
上市时间,19970923,000789
股票代码,605366,605366
股票简称,XD宏柏新,605366
总股本,608896979.0,605366
流通股,606211824.0,605366
总市值,3196709139.75,605366
流通市值,3182612076.0,605366
行业,化学制品,605366
上市时间,20200812,605366
股票代码,300532,300532
股票简称,今天国际,300532
总股本,310231301.0,300532
流通股,295182682.0,300532
总市值,3542841457.42,300532
流通市值,3370986228.44,300532
行业,互联网服务,300532
上市时间,20160818,300532
股票代码,300982,300982
股票简称,苏文电能,300982
总股本,206965146.0,300982
流通股,193897146.0,300982
总市值,3545312950.98,300982
流通市值,3321458110.98,300982
行业,工程建设,300982
上市时间,20210427,300982
股票代码,301281,301281
股票简称,科源制药,301281
总股本,108290000.0,301281
流通股,62552000.0,301281
总市值,2337981100.0,301281
流通市值,1350497680.0,301281
行业,化学制药,301281
上市时间,20230404,301281
股票代码,001219,001219
股票简称,青岛食品,001219
总股本,194983750.0,001219
流通股,98639419.0,001219
总市值,2142871412.5,001219
流通市值,1084047214.81,001219
行业,食品饮料,001219
上市时间,20211021,001219
股票代码,688190,688190
股票简称,云路股份,688190
总股本,120000000.0,688190
流通股,60816000.0,688190
总市值,8100000000.0,688190
流通市值,4105080000.0,688190
行业,小金属,688190
上市时间,20211126,688190
股票代码,835857,835857
股票简称,百甲科技,835857
总股本,181263297.0,835857
流通股,116250279.0,835857
总市值,596356247.13,835857
流通市值,382463417.91,835857
行业,钢铁行业,835857
上市时间,20230314,835857
股票代码,001331,001331
股票简称,胜通能源,001331
总股本,201600000.0,001331
流通股,50400000.0,001331
总市值,2080512000.0,001331
流通市值,520128000.0,001331
行业,物流行业,001331
上市时间,20220908,001331
股票代码,301256,301256
股票简称,华融化学,301256
总股本,480000000.0,301256
流通股,136200000.0,301256
总市值,2788800000.0,301256
流通市值,791322000.0,301256
行业,化学原料,301256
上市时间,20220322,301256
股票代码,000063,000063
股票简称,中兴通讯,000063
总股本,4783251552.0,000063
流通股,4027020775.0,000063
总市值,134457201126.72,000063
流通市值,113199553985.25,000063
行业,通信设备,000063
上市时间,19971118,000063
股票代码,300786,300786
股票简称,国林科技,300786
总股本,184015879.0,300786
流通股,143885444.0,300786
总市值,2143784990.3500001,300786
流通市值,1676265422.6000001,300786
行业,环保行业,300786
上市时间,20190723,300786
股票代码,000660,000660
股票简称,*ST南华,000660
总股本,-,000660
流通股,-,000660
总市值,-,000660
流通市值,-,000660
行业,-,000660
上市时间,19961209,000660
股票代码,600495,600495
股票简称,晋西车轴,600495
总股本,1208190886.0,600495
流通股,1208190886.0,600495
总市值,3829965108.62,600495
流通市值,3829965108.62,600495
行业,交运设备,600495
上市时间,20040526,600495
股票代码,300004,300004
股票简称,南风股份,300004
总股本,479993598.0,300004
流通股,479993598.0,300004
总市值,1948774007.8799999,300004
流通市值,1948774007.8799999,300004
行业,专用设备,300004
上市时间,20091030,300004
股票代码,601606,601606
股票简称,长城军工,601606
总股本,724228400.0,601606
流通股,724228400.0,601606
总市值,6728081835.999999,601606
流通市值,6728081835.999999,601606
行业,专用设备,601606
上市时间,20180806,601606
股票代码,688100,688100
股票简称,威胜信息,688100
总股本,500000000.0,688100
流通股,500000000.0,688100
总市值,17815000000.0,688100
流通市值,17815000000.0,688100
行业,通信设备,688100
上市时间,20200121,688100
股票代码,301039,301039
股票简称,中集车辆,301039
总股本,1874124420.0,301039
流通股,1453680000.0,301039
总市值,15836351348.999998,301039
流通市值,12283595999.999998,301039
行业,汽车整车,301039
上市时间,20210708,301039
股票代码,002121,002121
股票简称,科陆电子,002121
总股本,1660816688.0,002121
流通股,1399922404.0,002121
总市值,6012156410.56,002121
流通市值,5067719102.4800005,002121
行业,电网设备,002121
上市时间,20070306,002121
股票代码,688681,688681
股票简称,科汇股份,688681
总股本,104670000.0,688681
流通股,104670000.0,688681
总市值,899115300.0,688681
流通市值,899115300.0,688681
行业,电网设备,688681
上市时间,20210616,688681
股票代码,688175,688175
股票简称,高凌信息,688175
总股本,130068930.0,688175
流通股,58528930.0,688175
总市值,1775440894.5,688175
流通市值,798919894.5,688175
行业,通信设备,688175
上市时间,20220315,688175
股票代码,002207,002207
股票简称,准油股份,002207
总股本,262055378.0,002207
流通股,260807600.0,002207
总市值,1022015974.1999999,002207
流通市值,1017149640.0,002207
行业,采掘行业,002207
上市时间,20080128,002207
股票代码,000970,000970
股票简称,中科三环,000970
总股本,1215725773.0,000970
流通股,1215725773.0,000970
总市值,9567761833.51,000970
流通市值,9567761833.51,000970
行业,小金属,000970
上市时间,20000420,000970
股票代码,002831,002831
股票简称,裕同科技,002831
总股本,930513553.0,002831
流通股,520993272.0,002831
总市值,22397461220.71,002831
流通市值,12540308057.04,002831
行业,造纸印刷,002831
上市时间,20161216,002831
股票代码,002761,002761
股票简称,浙江建投,002761
总股本,1081340098.0,002761
流通股,1081340098.0,002761
总市值,8153304338.92,002761
流通市值,8153304338.92,002761
行业,工程建设,002761
上市时间,20150610,002761
股票代码,301002,301002
股票简称,崧盛股份,301002
总股本,122876391.0,301002
流通股,73323618.0,301002
总市值,1796452836.4199998,301002
流通市值,1071991295.16,301002
行业,电网设备,301002
上市时间,20210607,301002
股票代码,603027,603027
股票简称,千禾味业,603027
总股本,1027731086.0,603027
流通股,961242590.0,603027
总市值,14388235204.0,603027
流通市值,13457396260.0,603027
行业,食品饮料,603027
上市时间,20160307,603027
股票代码,300604,300604
股票简称,长川科技,300604
总股本,626783502.0,300604
流通股,466731925.0,300604
总市值,21874744219.8,300604
流通市值,16288944182.5,300604
行业,半导体,300604
上市时间,20170417,300604
股票代码,300150,300150
股票简称,世纪瑞尔,300150
总股本,585106053.0,300150
流通股,514733937.0,300150
总市值,1421807708.7900002,300150
流通市值,1250803466.91,300150
行业,互联网服务,300150
上市时间,20101222,300150
股票代码,001368,001368
股票简称,通达创智,001368
总股本,113867600.0,001368
流通股,31695475.0,001368
总市值,2048478123.9999998,001368
流通市值,570201595.25,001368
行业,塑料制品,001368
上市时间,20230313,001368
股票代码,600231,600231
股票简称,凌钢股份,600231
总股本,2852163977.0,600231
流通股,2852163977.0,600231
总市值,3850421368.9500003,600231
流通市值,3850421368.9500003,600231
行业,钢铁行业,600231
上市时间,20000511,600231
股票代码,301071,301071
股票简称,力量钻石,301071
总股本,260272313.0,301071
流通股,130567118.0,301071
总市值,6733244737.31,301071
流通市值,3377771342.6600003,301071
行业,非金属材料,301071
上市时间,20210924,301071
股票代码,000856,000856
股票简称,冀东装备,000856
总股本,227000000.0,000856
流通股,227000000.0,000856
总市值,1287090000.0,000856
流通市值,1287090000.0,000856
行业,专用设备,000856
上市时间,19980813,000856
股票代码,000603,000603
股票简称,盛达资源,000603
总股本,689969346.0,000603
流通股,632489859.0,000603
总市值,8645315905.38,000603
流通市值,7925097933.2699995,000603
行业,有色金属,000603
上市时间,19960823,000603
股票代码,688118,688118
股票简称,普元信息,688118
总股本,93970039.0,688118
流通股,93970039.0,688118
总市值,1197178296.8600001,688118
流通市值,1197178296.8600001,688118
行业,软件开发,688118
上市时间,20191204,688118
股票代码,001299,001299
股票简称,美能能源,001299
总股本,187579697.0,001299
流通股,51265439.0,001299
总市值,2142160139.74,001299
流通市值,585451313.38,001299
行业,燃气,001299
上市时间,20221031,001299
股票代码,688179,688179
股票简称,阿拉丁,688179
总股本,277383771.0,688179
流通股,277383771.0,688179
总市值,2696170254.1200004,688179
流通市值,2696170254.1200004,688179
行业,化学制品,688179
上市时间,20201026,688179
股票代码,605255,605255
股票简称,天普股份,605255
总股本,134080000.0,605255
流通股,134080000.0,605255
总市值,1504377600.0,605255
流通市值,1504377600.0,605255
行业,汽车零部件,605255
上市时间,20200825,605255
股票代码,301031,301031
股票简称,中熔电气,301031
总股本,66277427.0,301031
流通股,43406199.0,301031
总市值,5243870024.240001,301031
流通市值,3434298464.88,301031
行业,电网设备,301031
上市时间,20210715,301031
股票代码,600736,600736
股票简称,苏州高新,600736
总股本,1151292907.0,600736
流通股,1151292907.0,600736
总市值,4708787989.63,600736
流通市值,4708787989.63,600736
行业,房地产开发,600736
上市时间,19960815,600736
股票代码,603281,603281
股票简称,江瀚新材,603281
总股本,373333334.0,603281
流通股,251693916.0,603281
总市值,8777066682.34,603281
流通市值,5917323965.160001,603281
行业,化学制品,603281
上市时间,20230131,603281
股票代码,603122,603122
股票简称,合富中国,603122
总股本,398052633.0,603122
流通股,179114748.0,603122
总市值,1978321586.01,603122
流通市值,890200297.56,603122
行业,医疗器械,603122
上市时间,20220216,603122
股票代码,300120,300120
股票简称,经纬辉开,300120
总股本,574393929.0,300120
流通股,521322724.0,300120
总市值,3618681752.7,300120
流通市值,3284333161.2,300120
行业,光学光电子,300120
上市时间,20100917,300120
股票代码,605011,605011
股票简称,杭州热电,605011
总股本,400100000.0,605011
流通股,400100000.0,605011
总市值,8810202000.0,605011
流通市值,8810202000.0,605011
行业,公用事业,605011
上市时间,20210630,605011
股票代码,605155,605155
股票简称,西大门,605155
总股本,191681000.0,605155
流通股,188160000.0,605155
总市值,1705960900.0,605155
流通市值,1674624000.0,605155
行业,装修装饰,605155
上市时间,20201231,605155
股票代码,600956,600956
股票简称,新天绿能,600956
总股本,4205693073.0,600956
流通股,2165403424.0,600956
总市值,32173552008.45,600956
流通市值,16565336193.6,600956
行业,燃气,600956
上市时间,20200629,600956
股票代码,002057,002057
股票简称,中钢天源,002057
总股本,759047776.0,002057
流通股,750245126.0,002057
总市值,5070439143.679999,002057
流通市值,5011637441.679999,002057
行业,非金属材料,002057
上市时间,20060802,002057
股票代码,002080,002080
股票简称,中材科技,002080
总股本,1678123584.0,002080
流通股,1678123584.0,002080
总市值,18828546612.48,002080
流通市值,18828546612.48,002080
行业,玻璃玻纤,002080
上市时间,20061120,002080
股票代码,002723,002723
股票简称,小崧股份,002723
总股本,318006876.0,002723
流通股,317030433.0,002723
总市值,1729957405.44,002723
流通市值,1724645555.5200002,002723
行业,家电行业,002723
上市时间,20140129,002723
股票代码,301328,301328
股票简称,维峰电子,301328
总股本,109893594.0,301328
流通股,34133841.0,301328
总市值,3982543846.5600004,301328
流通市值,1237010397.8400002,301328
行业,电子元件,301328
上市时间,20220908,301328
股票代码,301153,301153
股票简称,中科江南,301153
总股本,349920000.0,301153
流通股,205865793.0,301153
总市值,7222348800.0,301153
流通市值,4249069967.52,301153
行业,软件开发,301153
上市时间,20220518,301153
股票代码,000960,000960
股票简称,锡业股份,000960
总股本,1645801952.0,000960
流通股,1645801952.0,000960
总市值,24588281162.88,000960
流通市值,24588281162.88,000960
行业,小金属,000960
上市时间,20000221,000960
股票代码,301070,301070
股票简称,开勒股份,301070
总股本,64555200.0,301070
流通股,35045880.0,301070
总市值,2551221504.0,301070
流通市值,1385013177.6000001,301070
行业,专用设备,301070
上市时间,20210923,301070
股票代码,300848,300848
股票简称,美瑞新材,300848
总股本,414188803.0,300848
流通股,239423688.0,300848
总市值,6150703724.55,300848
流通市值,3555441766.7999997,300848
行业,化学制品,300848
上市时间,20200720,300848
股票代码,600579,600579
股票简称,克劳斯,600579
总股本,496491159.0,600579
流通股,496491159.0,600579
总市值,2378192651.61,600579
流通市值,2378192651.61,600579
行业,专用设备,600579
上市时间,20020809,600579
股票代码,000738,000738
股票简称,航发控制,000738
总股本,1315184001.0,000738
流通股,1315184001.0,000738
总市值,27145397780.64,000738
流通市值,27145397780.64,000738
行业,航天航空,000738
上市时间,19970626,000738
股票代码,002873,002873
股票简称,新天药业,002873
总股本,229409678.0,002873
流通股,224008265.0,002873
总市值,1904100327.4,002873
流通市值,1859268599.5000002,002873
行业,中药,002873
上市时间,20170519,002873
股票代码,300525,300525
股票简称,博思软件,300525
总股本,745023189.0,300525
流通股,606457746.0,300525
总市值,8694420615.63,300525
流通市值,7077361895.82,300525
行业,软件开发,300525
上市时间,20160726,300525
股票代码,603327,603327
股票简称,福蓉科技,603327
总股本,745524730.0,603327
流通股,745524730.0,603327
总市值,9035759727.599998,603327
流通市值,9035759727.599998,603327
行业,消费电子,603327
上市时间,20190523,603327
股票代码,002073,002073
股票简称,软控股份,002073
总股本,1014309874.0,002073
流通股,960750474.0,002073
总市值,7120455315.48,002073
流通市值,6744468327.48,002073
行业,专用设备,002073
上市时间,20061018,002073
股票代码,002002,002002
股票简称,ST鸿达,002002
总股本,-,002002
流通股,-,002002
总市值,-,002002
流通市值,-,002002
行业,-,002002
上市时间,20040625,002002
股票代码,688459,688459
股票简称,哈铁科技,688459
总股本,480000000.0,688459
流通股,171166706.0,688459
总市值,3984000000.0000005,688459
流通市值,1420683659.8000002,688459
行业,交运设备,688459
上市时间,20221012,688459
股票代码,688101,688101
股票简称,三达膜,688101
总股本,333880000.0,688101
流通股,333880000.0,688101
总市值,3782860400.0,688101
流通市值,3782860400.0,688101
行业,环保行业,688101
上市时间,20191115,688101
股票代码,300962,300962
股票简称,中金辐照,300962
总股本,264001897.0,300962
流通股,264001897.0,300962
总市值,3556105552.59,300962
流通市值,3556105552.59,300962
行业,专业服务,300962
上市时间,20210409,300962
股票代码,001208,001208
股票简称,华菱线缆,001208
总股本,534424000.0,001208
流通股,248072747.0,001208
总市值,3922672160.0,001208
流通市值,1820853962.98,001208
行业,电网设备,001208
上市时间,20210624,001208
股票代码,603018,603018
股票简称,华设集团,603018
总股本,683790647.0,603018
流通股,676210647.0,603018
总市值,5914789096.55,603018
流通市值,5849222096.55,603018
行业,工程咨询服务,603018
上市时间,20141013,603018
股票代码,002578,002578
股票简称,闽发铝业,002578
总股本,938630183.0,002578
流通股,861162561.0,002578
总市值,2402893268.48,002578
流通市值,2204576156.16,002578
